Title,Organization_name,Type,Traded as,ISIN,Industry,Predecessors,Headquarters,Area served,Key people,Products,Revenue,Operating income,Net income,Total assets,Total equity,Number of employees,Parent,Subsidiaries,Website
Ethicon Inc.,Ethicon,Subsidiary,,,['Surgical systems and instruments'],,"Bridgewater, New Jersey and Cincinnati, Ohio",Worldwide,['Michael Del Prado (chairman) Andrew Ekdahl (President)'],"Prolene, Monocryl, Vicryl, Ethilon, Gynecare",$4.87 billion (sales) (2011),,,,,"11,000",Johnson & Johnson,,www.ethicon.com
Viet Nguyen,Viet Nguyen,,,,,,,,,,,,,,,,,,
Kindai University,Kindai University,Private,,,,,,,,,,,,,,,,,www.kindai.ac.jp/english/
Abbott Laboratories,Abbott Laboratories,Public,NYSE : ABT S&P 100 Component S&P 500 Component,US0028241000,"['Health care', ' Medical devices', ' Pharmaceutical']",,"Lake Bluff, Illinois, U.S.",Worldwide,['Miles D. White (Chairman & CEO) Brian B. Yoor (Executive VP & CFO) Robert B. Ford (President & COO)'],Branded generic medicines Medical devices Diagnostic assays Dietary supplements,US$ 30.578 billion (2018),US$3.650 billion (2018),US$2.368 billion (2018),US$67.173 billion (2018),US$30.524 billion (2018),"~103,000 (December 2018)",,,www.abbott.com
Haynes and Boone,"Haynes and Boone, LLP",,,,,,"One Victory Park Dallas, Texas",,,,,,,,,,,,http://www.haynesboone.com/
Nokia,Nokia Corporation,Public (Oyj),"Nasdaq Helsinki: NOKIA, Euronext Paris: NOKIA, NYSE: NOK",FI0009000681,"['Telecommunications equipment', ' Networking equipment', ' Mobile phones', ' Consumer electronics']","Nokia Aktiebolag, Suomen Kumitehdas Oy, Suomen Kaapelitehdas Oy, (Pre-1967 fusion)","Espoo, Finland",Worldwide,"['Risto Siilasmaa (chairman)', ' Rajeev Suri (president and\u200b CEO)', ' Kristian Pullola (CFO)', ' Joerg Erlemeier (COO)', ' Barry French (CMO)']",List of Nokia products,€ 22.56 billion (2018),–€59 million (2018),–€549 million (2018),€39.52 billion (2018),€15.37 billion (2018),"103,083 (2018)",,"['Bell Labs', ' Alcatel Mobile', ' NGP Capital', ' Nuage Networks', ' Alcatel Submarine Networks']",www.nokia.com
Boston Scientific,Boston Scientific Corporation,Public,"NYSE: BSX, S&P 500 component",US1011371077,['Medical device'],,"Marlborough, Massachusetts, United States",,"['Michael F. Mahoney', ' Chairman and (CEO) Daniel Brennan', ' CFO']",,$ 9.823 billion (2018),$ 1.506 billion (2018),"$ 1,671 million (2018)",,,"32,000 (2018)",,,bostonscientific.com
Mitsuo Ikeda,,,,,,,,,,,,,,,,,,,
"Allergan, Inc.","Allergan, Inc.",,,,"['Eye care', ' neurosciences', ' medical dermatology', ' medical aesthetics', ' breast enhancement', ' obesity intervention and urologics']",,"Irvine, California, U.S",Over 100 Countries,"['Paul Bisaro', ' Executive Chairman']",,$6.2 billion (2013),,,,,11400 (2013),Allergan plc,,www.allergan.com
Australian National University,Australian National University,"Public, National",,,,,,,,,,,,,,,,,anu.edu.au
Sanofi,Sanofi S.A.,Société Anonyme,Euronext : SAN NASDAQ : SNY CAC 40 Component,FR0000120578,['Pharmaceuticals'],,"54, Rue La Boétie, 75008 Paris, France",Worldwide,"['Serge Weinberg (chairman)', ' Paul Hudson (CEO)\u200b (Sep 2019–present)', ' Jean-François Dehecq\u200b (founder)']","Prescription and over-the-counter drugs for thrombosis, cardiovascular disease, diabetes, central nervous system disorders, oncology and internal medicine, vaccines (list...)",€ 36.126 billion (2019),€4.676 billion (2018),€4.423 billion (2018),€111.408 billion (2018),€59.035 billion (2018),"104,226 (2018)",,['Sanofi Pasteur Genzyme Shantha Biotechnics Chattem Zentiva (2009–2018) [ circular reference ] Medley Nichi-Iko'],www.sanofi.com
Regal Beloit,Regal Beloit Corporation,Public,NYSE : RBC S&P 400 Component,,['Electric Motors & Controls'],,"Beloit, Wisconsin, United States",Worldwide,['Louis V. Pinkham (Chairman & CEO)'],"Electric HVAC Motors, Electrical generators, High Voltage Induction Motor, Slip Ring Motor, Low Voltage AC motors, DC motors, Capacitors, Electrical connector devices, Gears, Gear Boxes, Automotive Transmissions, Marine transmissions, Cutting tools Military Terminal Blocks Fuseholders and 'Made in the USA' Power Distribution Blocks, Automotive Ring and Pinions",US$ 3.17 billion (FY 2012),US$ 312.8 million (FY 2012),US$ 195.6 million (FY 2012),US$ 3.57 billion (FY 2012),US$ 1.95 billion (FY 2012),"23,600 (2017)",,"['Century', ' Durst', ' Fasco', ' Genteq', ' Marathon Electric', ' Mastergear Worldwide', ' LEESON Electric', ' Thomson Technology']",www.regalbeloit.com
Hannover Medical School,Hannover Medical School,Public,,,,,,,,,,,,,,,,,https://www.mhh.de/en/
East China University of Science and Technology,East China University of Science and Technology,Public,,,,,,,,,,,,,,,,,www.ecust.edu.cn
Science Applications International Corporation,Science Applications International Corporation,Public company,NYSE : SAIC S&P 400 Component,,['Information technology and engineering'],,"Reston, Fairfax, Virginia, United States",worldwide,['Donna Morea (chairman) Nazzic S. Keene (chief executive officer)'],,US$4.7 billion (annual),,,US$4.6 billion,,"23,127 (2018)",,,saic.com
Netflix,"Netflix, Inc.",,"NASDAQ: NFLX, NASDAQ-100 component, S&P 100 component, S&P 500 component",,"['Entertainment', ' mass media']",,"Los Gatos, California, U.S. Production hubs: Albuquerque, New Mexico, U.S. Iver Heath, Buckinghamshire, U.K. New York City, New York, U.S. Tres Cantos, Madrid, Spain","Worldwide, except for Mainland China, Syria, North Korea and Crimea","['Reed Hastings (Chairman', ' CEO)', ' Ted Sarandos (CCO)', ' Jessica Neal (CTO)', ' Jackie Lee-Joe (CMO)', ' Greg Peters (CPO)']","Streaming media, video on demand",US$ 20.156 billion (2019),US$2.604 billion (2019),US$1.866 billion (2019),US$33.975 billion (2019),US$7.582 billion (2019),,,"['DVD.com', ' Millarworld ', ' LT-LA ', ' ABQ Studios', ' Netflix Animation', ' Netflix Pte. Ltd.', ' Netflix Services UK Limited', ' Netflix Streaming Services International B.V.', ' Netflix Streaming Services', ' Inc.', ' Netflix Global', ' LLC', ' Netflix Services Germany GmbH', ' NetflixCS', ' Inc.', ' Netflix Luxembourg S.a r.l.', ' Netflix Studios', ' Netflix Entretenimento Brasil LTDA.', ' StoryBots']",www.netflix.com
Fujifilm,Fujifilm Holdings Corporation,Public KK,"TYO: 4901, TOPIX Large70 component",JP3814000000,"['Document solutions', ' Digital imaging', ' Medical imaging', ' Cosmetics', ' Regenerative Medicine', ' Stem Cells', ' Biologics']",,"Midtown West, Tokyo Midtown Akasaka, Minato, Tokyo, Japan",Worldwide,"['Shigetaka Komori (Chairman and CEO)', ' Shigehiro Nakajima (President and COO)']","Digital imaging, Medical imaging, Photographic materials, Biologics manufacturing, equipment and services, Cosmetics",,,,,,"79,000 (2017)",Fujifilm Holdings,,fujifilm.com
Eli Lilly and Company,Eli Lilly and Company,Public,"NYSE: LLY, S&P 100 component, S&P 500 component",US5324571083,['Pharmaceutical'],,"Indianapolis, Indiana, U.S.",,"['David A. Ricks (Chairman', ' President', ' & CEO) Joshua Smiley (Senior Vice President & CFO)']",Pharmaceutical drugs,US$ 24.556 billion (2018),US$3.721 billion (2018),US$3.232 billion (2018),US$43.908 billion (2018),US$10.909 billion (2018),"33,815 (June 2019)",,,lilly.com
National Central University,National Central University,Public,,,,,,,,,,,,,,,,,www.ncu.edu.tw
Sony,Sony Corporation,Public KK,"TYO: 6758, NYSE: SNE, TOPIX Core 30 Component",JP3435000009,['Conglomerate'],,"Sony City, Minato, Tokyo, Japan",Worldwide,"['Shuzo Sumi (chairman of the\u200b board)', ' Kazuo Matsunaga (vice\u200b chairman of the board)', ' Kenichiro Yoshida (president\u200b and CEO)']","Consumer electronics, Semiconductors, Video games, Films, TV shows, Music, Computer hardware, Telecommunications equipment",¥ 8.665 trillion (~$80 billion ) (2019),¥894.2 billion (2019),¥916.2 billion (2019),¥20.981 trillion (2019),¥3.746 trillion (2019),"114,400 (2019)",,"['Sony Mobile', ' Sony Interactive Entertainment', ' Sony Music', ' Sony Pictures', ' Sony Financial Holdings']",www.sony.net
Shaanxi Normal University,Shaanxi Normal University,Public,,,,,,,,,,,,,,,,,www.snnu.edu.cn
Ingredion,Ingredion Incorporated,Public,NYSE : INGR S&P 400 Component,US4571871023,['Food Beverage Pharmaceutical Animal Feed Corrugating Paper Textile Health & Wellness'],,"Westchester, Illinois, United States",,['James Zallie (President and CEO) Jim Gray (CFO)'],Sweeteners Starches Corn Syrups Glucose Oil,US$ 5.84 billion (2017),US$ 703 million (2017),US$ 454 million (2017),US$ 5.73 billion (2017),US$ $2.41 billion (2017),"11,000 (2017)",,,www.ingredion.com
TDK,TDK Corporation,Public (K.K),TYO : 6762,JP3538800008,['Electronics'],,"Nihonbashi, Chūō, Tokyo, Japan",Worldwide,['Shigenao Ishiguro (President)'],"Currently: Electronic components, Power supplies, Sensors Previously: Cassettes, CDs, DVDs, Blu-ray Discs","JP¥ 1,271.7 billion US$ 12 billion (2018)",JP¥85.6 billion US$807.9 million (2018),JP¥63.5 billion US$598.7 million (2018),"JP¥1,905.2 billion US$17.9 billion (2018)",JP¥831.2 billion US$7.84 billion (2018),"102,883",,,www.global.tdk.com
General Motors,General Motors Company,Public,NYSE : GM S&P 100 Component S&P 500 Component,US37045V1008,['Automotive'],,"Detroit, Michigan, US","Worldwide (except India, Hong Kong, Macau, Cuba, Iran, North Korea, Somalia, South Africa, Sudan, Syria, and Afghanistan, Australia, New Zealand, Thailand)",['Mary T. Barra (Chairperson & CEO) Mark Reuss (President) Dhivya Suryadevara (CFO)'],"Automobiles, Automobile parts, Commercial vehicles",US$ 137.237 billion (2019),US$8.393 billion (2019),US$6.732 billion (2019),US$228.037 billion (2019),US$45.957 billion (2019),"164,000 (December 2019)",,['TransportationFAW-GM (50%)+HoldenHSVSAIC-GM-Wuling Automobile (44%)BaojunFinancial ServicesGM FinancialOthersLogistics:GM Certified ServiceIndustrial:ACDelcoDMAXGM Components HoldingsGM DefenceInternational:General Motors América do SulGeneral Motors de ArgentinaGeneral Motors do BrasilGeneral Motors de ChileGM Colmotores (Colombia)General Motors CanadaCAMI Automotive[General Motors China]General Motors de MexicoGeneral Motors IndiaChevrolet Sales IndiaGM Korea CompanyGM Southeast Asia (SEA)GM Vietnam Co.GM UzbekistanGeneral Motors EgyptGeneral Motors South AfricaGeneral Motors Japan'],www.gm.com
Shimon Cohen,Shimon Cohen,,,,,,,,,,,,,,,,,,
Charter Spectrum,Charter Spectrum,Subsidiary,,,['Telecommunications'],Time Warner Cable Bright House Networks,"Stamford, Connecticut, U.S.",,,Broadband Cable television Digital cable Digital telephone HDTV Home security Internet Internet security Mobile phone VoIP phone,,,,,,,Charter Communications,,www.spectrum.com
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,Non-departmental public body,,,,,,,['Prof. Ian T. Chapman (CEO)'],,,,,,,,,['Culham Centre for Fusion Energy RACE (Remote Applications in Challenging Environments)'],www.gov.uk/government/organisations/uk-atomic-energy-authority
Bayer,Bayer AG,Aktiengesellschaft (AG),FWB : BAYN DAX Component,DE000BAY0017,"['Life sciences', ' Pharmaceuticals', ' Chemicals']",,"Leverkusen, Germany",Worldwide,"['Werner Baumann (CEO)', ' Werner Wenning (Chairman of the supervisory board)']","Veterinary drugs, diagnostic imaging, general and specialty medicines, women's health products, over-the-counter drugs, (formerly) diabetes care, pesticides, seeds, plant biotechnology",€ 39.586 billion (2018),€3.914 billion (2018),€1.711 billion (2018),€126.285 billion (2018),€57.314 billion (2018),"110,838 (FTE, end 2018)",,,Bayer.com
Wyeth,"Wyeth, LLC",,"NYSE: AHP (until 2002), NYSE: WYE (2002–2009)",US9830241009,"['Pharmaceuticals', ' Healthcare']",,Madison,,"['Bernard J. Poussot', ' CEO', ' President and Vice Chairman of Wyeth', ' Robert Essner', ' Chairman', ' Joseph Mahady', ' President', ' Global Business', ' Wyeth Pharmaceuticals', ' John Wyeth', ' Founder']","Premarin, Effexor, Enbrel, (more)",US$ 22.4 billion (2008),,US$ 4.6 billion (2008),,,"49,732 (2005)",Pfizer,,Formerly www.wyeth.com (now part of Pfizer). Baby nutrition: www.wyethnutrition.com (part of Nestlé)
P. R. Mallory and Co Inc,P. R. Mallory,,,,['Electronics'],,,,,Batteries,,,,,,,,,
Sharp Corporation,Sharp Corporation,Public KK,TYO : 6753,JP3359600008,['Consumer electronics'],,"Sakai-ku, Sakai, Osaka Prefecture, Japan",Worldwide,['Jeng-wu Tai (President)'],"Televisions, audiovisual, home appliances, information equipment, ICs, solar cells, mobile phones, fax machines, electronic components, calculators, LCD panels, Automated Unmanned Ground Vehicles (A-UGV)",¥ 2.050 trillion (2017),¥34.67 billion (2017),¥-24.87 billion (2017),¥1.773 trillion (2017),¥294.1 billion (2017),"41,898 (2018) (Foxconn 803,126)",Foxconn (65.93%),,jp.sharp
Nokia,Nokia Corporation,Public (Oyj),"Nasdaq Helsinki: NOKIA, Euronext Paris: NOKIA, NYSE: NOK",FI0009000681,"['Telecommunications equipment', ' Networking equipment', ' Mobile phones', ' Consumer electronics']","Nokia Aktiebolag, Suomen Kumitehdas Oy, Suomen Kaapelitehdas Oy, (Pre-1967 fusion)","Espoo, Finland",Worldwide,"['Risto Siilasmaa (chairman)', ' Rajeev Suri (president and\u200b CEO)', ' Kristian Pullola (CFO)', ' Joerg Erlemeier (COO)', ' Barry French (CMO)']",List of Nokia products,€ 22.56 billion (2018),–€59 million (2018),–€549 million (2018),€39.52 billion (2018),€15.37 billion (2018),"103,083 (2018)",,"['Bell Labs', ' Alcatel Mobile', ' NGP Capital', ' Nuage Networks', ' Alcatel Submarine Networks']",www.nokia.com
Beth Israel Deaconess Medical Center,,,,,,,,,,,,,,,,,,,www.bidmc.org
Grenoble Institute of Technology,Grenoble Institute of Technology,Grande école,,,,,,,,,,,,,,,,,www.grenoble-inp.fr
USAA,United Services Automobile Association,Reciprocal,,,"['Insurance', ' Banking', ' Financial Services']",,"San Antonio, Texas United States",Worldwide,"['Admiral Thomas B. Fargo', ' USN (Ret.) (Chairman) Wayne Peacock (CEO)']","Insurance, Banking, Investments, Retirement, Financial Planning, Brokerage",US$30.016 billion (2017),,$2.422 billion (2017),$155.391 billion (2017),$30.6 billion (2017),"32,896 (2017)",,,www.usaa.com
Technische Hochschule OWL,Technische Hochschule OWL,Public,,,,,,,,,,,,,,,,,th-owl.de
Sanofi Pasteur,Sanofi Pasteur,Public,,,['pharmaceutical industry'],,"Lyon, France",,"['David Loew Executive Vice President', ' Vaccines']",,€ 4.74 billion (2015),,,,,"15,000",Sanofi,,Official website
Xi'an Jiaotong University,Xi'an Jiaotong University,Public,,,,,,,,,,,,,,,,,en.xjtu.edu.cn
École Polytechnique,École Polytechnique,Grande école,,,,,,,,,,,,,,,,,polytechnique.edu
Avon Products,"Avon Products, Inc.",Public,"NYSE: AVP, S&P 600 component",US0543031027,['Personal'],,"London, United Kingdom",,['Angela Cretu (CEO)'],Cosmetics Perfume Clothing,US$ 5.5 billion (2018),US$ 235.2 million (2018),US$ -107.4 million (2016),US$ 3.01 billion (2018),US$ -848 million (2016),"25,000 (2017)",,,avonworldwide.com
Rockefeller University,The Rockefeller University,Private,,,,,,,,,,,,,,,,,Rockefeller.edu
University of Campinas,University of Campinas,Public research university,,,,,,,,,,,,,,,,,www.unicamp.br
Ford Motor Company,Ford Motor Company,Public,"NYSE: F, S&P 100 Component, S&P 500 Component",US3453708600,['Automotive'],,"Dearborn, Michigan, U.S.","Worldwide (Except Cuba, North Korea, Iran, Sudan, Japan, and Indonesia)","['William Clay Ford Jr.(Executive Chairman)', ' Jim Hackett(President & CEO)']","Automobiles, Luxury Vehicles, Commercial Vehicles, Automotive parts, Pickup trucks, SUVs",US$ 155.900 billion (2018),− US$315 million (2019),US$84 million (2019),US$258.537 billion (2019),US$33.230 billion (2019),"190,000 (December 2019)",,['TransportationFord AustraliaFord Performance Vehicles (Until 2014)Ford do BrasilTrollerFord of EuropeFord of BritainFord GermanyFord RomaniaFord PerformanceFord Team RSSpecial Vehicle TeamFord Lio Ho (70%)AutoAlliance Thailand (50%)Blue Diamond Trucks (50%)Ford Sollers (50%)Otosan (41%)Changan Ford (35%)Jiangling Motors (32%)FinanceFord CreditOtherAutomotive Components HoldingsGetrag (50%)InternationalFord of ArgentinaFord of CanadaFord of IndiaFord of JapanFord of KoreaFord of New ZealandFord of ChinaFord of PhilippinesFord of Taiwan'],ford.com
Technicolor SA,Technicolor SA,Public,Euronext : TCH CAC Mid 60 Component,FR0010918292,['Creative industries Conglomerate'],,"Paris, France",,['Richard Moat (CEO) Bruce Hack (Chairman)'],,€ 3.988 billion (2018),,€ 266 million (2018 EBITDA),,,"14,639 (2012)",,['Technicolor USA Technicolor India RCA The Mill Mr. X Inc Technicolor Animation Productions Mikros Image Moving Picture Company Trace VFX Technicolor'],www.technicolor.com
Safran,Safran S.A.,Société Anonyme,Euronext : SAF CAC 40 Component,FR0000073272,['Aerospace Defense'],,"Paris, France",,['Philippe Petitcolin (CEO) Ross McInnes (Chairman)'],"Rocket and aircraft engines and equipment, defence electronics, avionics, navigation system, communications systems, satellites",€ 21.05 billion (2018),€3.02 billion (2018),€1.98 billion (2018),€40.62 billion (end 2018),€12.30 billion (End 2018),"91,000 (01/01/2019)",,,www.safran-group.com
Honeywell,Honeywell International Inc.,Public,"NYSE: HON, S&P 100 Component, S&P 500 Component",US4385161066,['Conglomerate'],,"Charlotte, North Carolina, United States",Worldwide,['Darius Adamczyk (chairman and CEO)'],,US$ 41.802 billion (2018),US$6.859 billion (2018),US$6.765 billion (2018),US$57.773 billion (2018),US$18.358 billion (2018),"114,000 (2018)",,,honeywell.com
iRobot,iRobot Corporation,Public,NASDAQ : IRBT S&P 600 Component,US4627261005,['Robots'],,"Bedford, Massachusetts, U.S.",,"['Colin Angle', ' (Chairman & CEO)', ' Alison Dean', ' (Executive VP & CFO)']",Domestic robots Military robots,US$ 1.092 billion (2018),US$ 72.69 million (2017),US$ 50.96 million (2017),US$ 691.52 million (2017),US$ 470.33 million (2017),920 (2017),,,iRobot.com
